路線名稱(0), 方向性(1), 站序(2), 站牌名稱(3), 緯度(4), 經度(5)
太魯閣線,去程,3,太魯閣,24.15355,121.6236
太魯閣線,去程,4,太魯閣遊客中心,24.15869,121.62169
太魯閣線,去程,5,砂卡礑,24.16184,121.61287
太魯閣線,去程,6,布洛灣,24.17068,121.57369
太魯閣線,去程,7,燕子口,24.17282,121.56684
太魯閣線,去程,8,綠水,24.17876,121.5082
太魯閣線,去程,9,天祥,24.18194,121.4945
太魯閣線,回程,0,天祥,24.18194,121.4945
太魯閣線,回程,1,綠水,24.17876,121.5082
太魯閣線,回程,2,燕子口,24.17282,121.56684
太魯閣線,回程,3,長春祠步道,24.15869,121.62169
太魯閣線,回程,4,太魯閣遊客中心,24.15355,121.6236
太魯閣線,回程,5,太魯閣,24.12774,121.64124
太魯閣線,回程,6,臺鐵新城站,24.032505,121.626754
太魯閣線,回程,7,七星潭,23.99203,121.60175
太魯閣線,回程,8,臺鐵花蓮站,23.99277,121.60296
黃金福隆線,去程,0,臺鐵瑞芳站,25.107583, 121.808306
黃金福隆線,去程,1,九份,25.110361, 121.845722
黃金福隆線,去程,2,?金博物館,25.108472, 121.856083
黃金福隆線,去程,3,?金瀑布,25.117806, 121.861750
黃金福隆線,去程,4,水湳洞,25.122222, 121.863833
黃金福隆線,去程,5,南雅南新宮,25.120694, 121.888000
黃金福隆線,去程,6,鼻頭,25.121528, 121.916806
黃金福隆線,去程,7,龍洞灣海洋公園,25.117639, 121.916056
黃金福隆線,去程,8,龍洞港,25.110944, 121.915861
黃金福隆線,去程,9,龍洞南口海洋公園(龍洞四季灣),25.099722, 121.916944
黃金福隆線,去程,10,澳底,25.054389, 121.924083
黃金福隆線,去程,11,鹽寮,25.041583, 121.925889
黃金福隆線,去程,12,福隆遊客中心,25.016917, 121.942750
黃金福隆線,回程,0,福隆遊客中心,25.016917, 121.942750
黃金福隆線,回程,1,鹽寮,25.041806, 121.926111
黃金福隆線,回程,2,澳底,25.054611, 121.924306
黃金福隆線,回程,3,龍洞南口海洋公園(龍洞四季灣),25.100056, 121.917222
黃金福隆線,回程,4,龍洞港,25.111056, 121.915861
黃金福隆線,回程,5,龍洞灣海洋公園,25.117500, 121.916194
黃金福隆線,回程,6,鼻頭,25.121694, 121.916806
黃金福隆線,回程,7,南雅南新宮,25.120833, 121.888028
黃金福隆線,回程,8,水湳洞,25.122194, 121.863583
黃金福隆線,回程,9,?金瀑布,25.117889, 121.861556
黃金福隆線,回程,10,?金博物館,25.108361, 121.855944
黃金福隆線,回程,11,九份,25.110361, 121.845722
黃金福隆線,回程,12,臺鐵瑞芳站,25.107778, 121.807944
獅山南庄線,去程,0,獅山遊客中心,24.65563,121.022915
獅山南庄線,去程,1,勸化堂,24.64053,121.010775
獅山南庄線,去程,2,南庄遊客中心,24.598361,120.99983
獅山南庄線,回程,0,南庄遊客中心,24.598361,120.99983
獅山南庄線,回程,1,勸化堂,24.64053,121.010775
獅山南庄線,回程,2,獅山遊客中心,24.65563,121.022915
鹿港線,去程,0,高鐵台中站,24.111044,120.616499
鹿港線,去程,1,彰化縣原住民生活館(國立彰化師範大學),24.086509,120.559759
鹿港線,去程,2,彰化火車站(彰化客運彰化站),24.081634,120.539521
鹿港線,去程,3,文化局(八卦山大佛風景區),24.07726,120.54444
鹿港線,去程,4,彰化縣政府,24.07605,120.54388
鹿港線,去程,5,福興鄉農會,24.049901,120.439567
鹿港線,去程,6,鹿港乘車處(鹿港老街),24.060116,120.436227
鹿港線,去程,7,勞教學苑(統一渡假村),24.063486,120.43542
鹿港線,去程,8,彰濱秀傳健康園區,24.077419,120.410804
鹿港線,去程,9,白蘭氏健康博物館,24.077403,120.400845
鹿港線,去程,10,緞帶王觀光工廠,24.077032,120.394841
鹿港線,去程,11,台明將台灣玻璃博物館,24.068899,120.395713
鹿港線,回程,0,台明將台灣玻璃博物館,24.068899,120.395713
鹿港線,回程,1,緞帶王觀光工廠,24.077032,120.394841
鹿港線,回程,2,彰濱秀傳健康園區,24.077337,120.411712
鹿港線,回程,3,勞教學苑(統一渡假村),24.063672,120.435448
鹿港線,回程,4,鹿港乘車處(鹿港老街),24.060116,120.436227
鹿港線,回程,5,福興鄉農會,24.050321,120.439348
鹿港線,回程,6,彰化縣政府,24.075736,120.54409
鹿港線,回程,7,文化局(八卦山大佛風景區),24.07882,120.545
鹿港線,回程,8,彰化火車站 (彰化客運彰化站),24.081634,120.539521
鹿港線,回程,9,彰化縣原住民生活館(國立彰化師範大學),24.086534,120.560084
鹿港線,回程,10,高鐵台中站,24.111044,120.616499
縱谷花蓮線,去程,0,臺鐵花蓮站(旅遊服務中心),23.99203,121.60175
縱谷花蓮線,去程,1,慶修院,23.97373,121.56543
縱谷花蓮線,去程,2,鯉魚潭潭北遊客中心站,23.935264,121.507583
縱谷花蓮線,去程,3,潭南遊憩區站,23.92446,121.505568
縱谷花蓮線,去程,4,立川漁場,23.863444,121.523022
縱谷花蓮線,去程,5,豐華再現館(雲山水),23.830745,121.506647
縱谷花蓮線,去程,6,新光兆豐休閒農場,23.804717,121.45835
縱谷花蓮線,去程,7,臺鐵鳳林站,23.745905,121.448595
縱谷花蓮線,去程,8,林田山林業文化園區,23.718805,121.40202
縱谷花蓮線,去程,9,臺鐵光復站,23.666255,121.421276
縱谷花蓮線,去程,10,花蓮觀光糖廠,23.659425,121.420569
縱谷花蓮線,去程,11,大農大富平地森林園區站,23.614571,121.416724
縱谷花蓮線,回程,0,大農大富平地森林園區站,23.614571,121.416724
縱谷花蓮線,回程,1,花蓮觀光糖廠,23.659425,121.420569
縱谷花蓮線,回程,2,臺鐵光復站,23.665924,121.421722
縱谷花蓮線,回程,3,林田山林業文化園區,23.718805,121.40202
縱谷花蓮線,回程,4,臺鐵鳳林站,23.745827,121.448673
縱谷花蓮線,回程,5,新光兆豐休閒農場,23.804717,121.45835
縱谷花蓮線,回程,6,豐華再現館(雲山水),23.830745,121.506647
縱谷花蓮線,回程,7,立川漁場,23.863444,121.523022
縱谷花蓮線,回程,8,潭南遊憩區站,23.924479,121.505755
縱谷花蓮線,回程,9,鯉魚潭潭北遊客中心站,23.935264,121.507583
縱谷花蓮線,回程,10,慶修院,23.97369,121.56523
縱谷花蓮線,回程,11,臺鐵花蓮站(旅遊服務中心),23.99203,121.60175
東部海岸線,去程,0,臺東轉運站,22.752056,121.147432
東部海岸線,去程,1,公教會館,22.755569,121.144711
東部海岸線,去程,2,傳廣更生,22.762089,121.143924
東部海岸線,去程,3,中興傳廣,22.767713,121.143908
東部海岸線,去程,4,台東糖廠,22.767497,121.129157
東部海岸線,去程,5,娜路彎大酒店,22.77027,121.121541
東部海岸線,去程,6,臺鐵臺東站,22.792758,121.123482
東部海岸線,去程,7,森林公園,22.76291,121.1581
東部海岸線,去程,8,富岡橋,22.790984,121.184957
東部海岸線,去程,9,富岡港口,22.792072,121.19287
東部海岸線,去程,10,小野柳,22.794995,121.194583
東部海岸線,去程,11,加路蘭,22.80648,121.19675
東部海岸線,去程,12,杉原,22.83119,121.18503
東部海岸線,去程,13,富山保育區,22.83912,121.18731
東部海岸線,去程,14,水往上流,22.86805,121.2208
東部海岸線,去程,15,都蘭糖廠,22.87176,121.2263
東部海岸線,去程,16,金樽,22.94588,121.27978
東部海岸線,去程,17,東河包子,22.96897,121.30502
東部海岸線,去程,18,東河橋,22.97733,121.30811
東部海岸線,去程,19,阿美民俗中心,23.01825,121.32468
東部海岸線,去程,20,小丑魚主題館,23.09883,121.38183
東部海岸線,去程,21,成功,23.105025,121.38002
東部海岸線,去程,22,三仙台遊憩區,23.12345,121.40766
東部海岸線,回程,0,三仙台遊憩區,23.12345,121.40766
東部海岸線,回程,1,成功,23.105025,121.38002
東部海岸線,回程,2,小丑魚主題館,23.09883,121.38183
東部海岸線,回程,3,阿美民俗中心,23.01825,121.32468
東部海岸線,回程,4,東河橋,22.97733,121.30811
東部海岸線,回程,5,東河包子,22.96897,121.30502
東部海岸線,回程,6,金樽,22.94588,121.27978
東部海岸線,回程,7,都蘭糖廠,22.87176,121.2263
東部海岸線,回程,8,水往上流,22.86805,121.2208
東部海岸線,回程,9,富山保育區,22.83912,121.18731
東部海岸線,回程,10,杉原,22.83119,121.18503
東部海岸線,回程,11,加路蘭,22.80648,121.19675
東部海岸線,回程,12,小野柳,22.794995,121.194583
東部海岸線,回程,13,富岡港口,22.792072,121.19287
東部海岸線,回程,14,富岡橋,22.790984,121.184957
東部海岸線,回程,15,森林公園,22.76291,121.1581
東部海岸線,回程,16,臺鐵臺東站,22.792758,121.123482
東部海岸線,回程,17,娜路彎大酒店,22.77027,121.121541
東部海岸線,回程,18,台東糖廠,22.767497,121.129157
東部海岸線,回程,19,中興傳廣,22.767713,121.143908
東部海岸線,回程,20,傳廣更生,22.762089,121.143924
東部海岸線,回程,21,公教會館,22.755569,121.144711
東部海岸線,回程,22,臺東轉運站,22.752056,121.147432
皇冠北海岸線,去程,0,龜吼漁港,25.196078,121.68781
皇冠北海岸線,去程,1,野柳地質公園,25.204850, 121.690115
皇冠北海岸線,去程,2,加投里(溫泉區),25.215033,121.644079
皇冠北海岸線,去程,3,金山遊客中心(獅頭山公園),25.22367,121.64483
皇冠北海岸線,去程,4,金山(老街),25.221685,121.63766
皇冠北海岸線,去程,5,朱銘美術館,25.246227,121.611318
皇冠北海岸線,去程,6,筠園,25.247908,121.601869
皇冠北海岸線,去程,7,石門洞,25.295124,121.568683
皇冠北海岸線,去程,8,富貴角燈塔(老梅綠石槽),25.289858, 121.53915
皇冠北海岸線,去程,9,石門婚紗廣場,25.287908,121.531528
皇冠北海岸線,去程,10,北觀風景區管理處(白沙灣),25.282327,121.519578
皇冠北海岸線,去程,11,三芝遊客中心及名人文物館,25.24891,121.507711
皇冠北海岸線,去程,12,淺水灣,25.250883,121.469406
皇冠北海岸線,去程,13,淡水捷運站(2號出口),25.168428,121.445558
皇冠北海岸線,回程,0,淡水捷運站(2號出口),25.168428,121.445558
皇冠北海岸線,回程,1,淺水灣,25.250883,121.469406
皇冠北海岸線,回程,2,三芝遊客中心及名人文物館,25.24891,121.507711
皇冠北海岸線,回程,3,北觀風景區管理處(白沙灣),25.282327,121.519578
皇冠北海岸線,回程,4,石門婚紗廣場,25.287908,121.531528
皇冠北海岸線,回程,5,富貴角燈塔(老梅綠石槽),25.289858, 121.53915
皇冠北海岸線,回程,6,石門洞,25.295124,121.568683
皇冠北海岸線,回程,7,筠園,25.247908,121.601869
皇冠北海岸線,回程,8,朱銘美術館,25.246227,121.611318
皇冠北海岸線,回程,9,金山(老街),25.221685,121.63766
皇冠北海岸線,回程,10,金山遊客中心(獅頭山公園),25.22367,121.64483
皇冠北海岸線,回程,11,加投里(溫泉區),25.215033,121.644079
皇冠北海岸線,回程,12,野柳地質公園,25.204850, 121.690115
皇冠北海岸線,回程,13,龜吼漁港,25.196078,121.68781
鹽鄉濱海線,去程,0,嘉義轉運站,23.480134,120.439907
鹽鄉濱海線,去程,1,嘉義高鐵站,23.45867,120.32298
鹽鄉濱海線,去程,2,故宮南院站,23.469583,120.294888
鹽鄉濱海線,去程,3,東石漁人碼頭站,23.45203,120.13639
鹽鄉濱海線,去程,4,高跟鞋教堂站,23.37984,120.15008
鹽鄉濱海線,去程,5,好美里站,23.33703,120.13983
鹽鄉濱海線,去程,6,北門遊客中心站,23.26694,120.12447
鹽鄉濱海線,回程,0,北門遊客中心站,23.26694,120.12447
鹽鄉濱海線,回程,1,嘉義高鐵站,23.45867,120.32298
鹽鄉濱海線,回程,2,嘉義轉運站,23.480134,120.439907
鹿港芳苑線(假日行駛),去程,0,鹿港乘車處,24.060116,120.436227
鹿港芳苑線(假日行駛),去程,1,王功漁港,23.968110,120.327300
鹿港芳苑線(假日行駛),去程,2,王功美食街,23.966430,120.340620
鹿港芳苑線(假日行駛),去程,3,福海宮,23.953563,120.334018
鹿港芳苑線(假日行駛),去程,4,芳苑普天宮,23.929138,120.316686
鹿港芳苑線(假日行駛),回程,0,芳苑普天宮,23.929138,120.316686
鹿港芳苑線(假日行駛),回程,1,福海宮,23.953597,120.333908
鹿港芳苑線(假日行駛),回程,2,王功美食街,23.966430,120.340620
鹿港芳苑線(假日行駛),回程,3,王功漁港,23.968110,120.327300
鹿港芳苑線(假日行駛),回程,4,鹿港乘車處,24.057728,120.432758
大樹祈福線A,去程,0,臺鐵鳳山站,22.631045,120.357818
大樹祈福線A,去程,1,鳳山轉運站(捷運大東站),22.62518,120.36345
大樹祈福線A,去程,2,臺鐵九曲堂站(外),22.657258,120.417417
大樹祈福線A,去程,3,臺鐵九曲堂站(內),22.65642,120.42061
大樹祈福線A,去程,4,舊鐵橋溼地(三和瓦窯),22.66235,120.42659
大樹祈福線A,去程,5,竹仔寮抽水站,22.6679985,120.4255942
大樹祈福線A,去程,6,姑山倉庫,22.71043,120.43948
大樹祈福線A,去程,7,佛光山,22.74932,120.44748
大樹祈福線A,去程,8,佛陀紀念館,22.75497,120.44615
大樹祈福線A,回程,0,佛陀紀念館,22.754970,120.446150
大樹祈福線A,回程,1,佛光山,22.749470,120.447020
大樹祈福線A,回程,2,姑山倉庫,22.709810,120.440360
大樹祈福線A,回程,3,鳳山寺,22.690550,120.431850
大樹祈福線A,回程,4,龍目井(龍目國小),22.689040,120.409290
大樹祈福線A,回程,5,農情覓藝棧,22.6908011,120.4010316
大樹祈福線A,回程,6,龍安宮,22.5880017,120.3155233
大樹祈福線A,回程,7,臺鐵九曲堂站(內),22.656420,120.420610
大樹祈福線A,回程,8,臺鐵九曲堂站(外),22.657253,120.417517
大樹祈福線A,回程,9,鳳山轉運站(捷運大東站),22.625180,120.363450
大樹祈福線A,回程,10,臺鐵鳳山站,22.631045,120.357818
木柵平溪線(往十分),去程,0,捷運木柵站,24.99801667,121.57445
木柵平溪線(往十分),去程,1,深坑老街,25.00135,121.6127
木柵平溪線(往十分),去程,2,雙溪口(可轉乘至石碇老街),25.00738333,121.6524167
木柵平溪線(往十分),去程,3,姑娘廟,25.017,121.6987
木柵平溪線(往十分),去程,4,菁桐坑(天燈派出所)(菁桐老街),25.02225,121.7235
木柵平溪線(往十分),去程,5,平溪老街,25.02448333,121.7387
木柵平溪線(往十分),去程,6,田子(臺鐵嶺腳站),25.02748333,121.7454833
木柵平溪線(往十分),去程,7,慶和站(臺鐵望古站),25.03346667,121.7634667
木柵平溪線(往十分),去程,8,十分老街,25.0451,121.7799833
木柵平溪線(往十分),去程,9,十分遊客中心(十分瀑布),25.047149,121.782723
木柵平溪線(往十分),回程,0,十分遊客中心(十分瀑布),25.047149,121.782723
木柵平溪線(往十分),回程,1,十分老街,25.0451,121.7799833
木柵平溪線(往十分),回程,2,慶和站(臺鐵望古站),25.03346667,121.7634667
木柵平溪線(往十分),回程,3,田子(臺鐵嶺腳站),25.02748333,121.7454833
木柵平溪線(往十分),回程,4,平溪老街,25.02448333,121.7387
木柵平溪線(往十分),回程,5,菁桐坑(天燈派出所)(菁桐老街),25.02225,121.7235
木柵平溪線(往十分),回程,6,姑娘廟,25.017,121.6987
木柵平溪線(往十分),回程,7,雙溪口(可轉乘至石碇老街),25.00738333,121.6524167
木柵平溪線(往十分),回程,8,深坑老街,25.00135,121.6127
木柵平溪線(往十分),回程,9,捷運木柵站,24.99801667,121.57445
小烏來線(假日行駛),去程,0,桃客桃園總站,24.98667061,121.3142384
小烏來線(假日行駛),去程,1,大湳,24.95892783,121.2994608
小烏來線(假日行駛),去程,2,巧克力共和國,24.9436113,121.2974089
小烏來線(假日行駛),去程,3,金蘭醬油博物館,24.91911882,121.2917635
小烏來線(假日行駛),去程,4,原住民文化會館,24.89814,121.28477
小烏來線(假日行駛),去程,5,和平老街,24.88401055,121.2892563
小烏來線(假日行駛),去程,6,大溪老街,24.87959665,121.2907523
小烏來線(假日行駛),去程,7,大溪陵寢,24.84928882,121.285418
小烏來線(假日行駛),去程,8,慈湖,24.84051376,121.2914617
小烏來線(假日行駛),去程,9,舊百吉隧道,24.83145,121.30562
小烏來線(假日行駛),去程,10,財神廟,24.82542111,121.3109124
小烏來線(假日行駛),去程,11,大溪老茶廠,24.83204601,121.3293432
小烏來線(假日行駛),去程,12,角板山行館,24.81873012,121.3507734
小烏來線(假日行駛),去程,13,小烏來天空步道,24.79203925,121.3784659
小烏來線(假日行駛),回程,0,小烏來天空步道,24.79203925,121.3784659
小烏來線(假日行駛),回程,1,角板山行館,24.81873012,121.3507734
小烏來線(假日行駛),回程,2,大溪老茶廠,24.83204601,121.3293432
小烏來線(假日行駛),回程,3,財神廟,24.82542111,121.3109124
小烏來線(假日行駛),回程,4,舊百吉隧道,24.83189,121.30562
小烏來線(假日行駛),回程,5,慈湖,24.84051376,121.2914617
小烏來線(假日行駛),回程,6,大溪陵寢,24.84928882,121.285418
小烏來線(假日行駛),回程,7,大溪老街,24.87959665,121.2907523
小烏來線(假日行駛),回程,8,和平老街,24.88401055,121.2892563
小烏來線(假日行駛),回程,9,原住民文化會館,24.89814,121.28477
小烏來線(假日行駛),回程,10,金蘭醬油博物館,24.91911882,121.2917635
小烏來線(假日行駛),回程,11,巧克力共和國,24.9436113,121.2974089
小烏來線(假日行駛),回程,12,大湳,24.95892783,121.2994608
小烏來線(假日行駛),回程,13,桃客桃園總站,24.98667061,121.3142384
北投竹子湖線,去程,0,捷運北投站,25.132265,121.49798
北投竹子湖線,去程,1,北投溫泉博物館、梅庭、地熱谷(北投公園),25.136524,121.504321
北投竹子湖線,去程,2,硫磺谷(彌陀寺),25.143751,121.521459
北投竹子湖線,去程,3,陽明公園、花鐘(陽明公園服務中心),25.156659,121.53975
北投竹子湖線,去程,4,草山行館(陽明山立體停車場),25.154632,121.539109
北投竹子湖線,去程,5,公車轉乘站(陽明山),25.152315,121.547352
北投竹子湖線,去程,6,陽明山國家公園遊客中心(第二停車場),25.155537,121.545955
北投竹子湖線,去程,7,陽明書屋,25.163071,121.544852
北投竹子湖線,去程,8,竹子湖,25.172625,121.533392
北投竹子湖線,回程,0,竹子湖,25.172625,121.533392
北投竹子湖線,回程,1,陽明書屋,25.163071,121.544852
北投竹子湖線,回程,2,陽明山國家公園遊客中心(第二停車場),25.155537,121.545955
北投竹子湖線,回程,3,公車轉乘站(陽明山),25.152315,121.547352
北投竹子湖線,回程,4,草山行館(陽明山立體停車場),25.154632,121.539109
北投竹子湖線,回程,5,陽明公園、花鐘(陽明公園服務中心),25.156659,121.53975
北投竹子湖線,回程,6,硫磺谷(彌陀寺),25.143751,121.521459
北投竹子湖線,回程,7,北投溫泉博物館、梅庭、地熱谷(北投公園),25.136524,121.504321
北投竹子湖線,回程,8,捷運北投站,25.132265,121.49798
A線-水頭翟山線,去程,0,金城車站,24.433164,118.320065
A線-水頭翟山線,去程,1,金城衛生所,24.436327,118.317647
A線-水頭翟山線,去程,2,西門里公所,24.4331,118.3145
A線-水頭翟山線,去程,3,體育館,24.4295,118.3155
A線-水頭翟山線,去程,4,莒光樓,24.424,118.3194
A線-水頭翟山線,去程,5,空中大學,24.422525,118.31224
A線-水頭翟山線,去程,6,水頭聚落,24.411994,118.29708
A線-水頭翟山線,去程,7,明遺古街,24.403362,118.308393
A線-水頭翟山線,去程,8,文台寶塔,24.39865,118.306059
A線-水頭翟山線,去程,9,翟山坑道,24.3908,118.321
A線-水頭翟山線,去程,10,珠山,24.4028,118.319
A線-水頭翟山線,去程,11,金城車站,24.433164,118.320065
A線-水頭翟山線,回程,0,金城車站,24.433164,118.320065
A線-水頭翟山線,回程,1,金城衛生所,24.436327,118.317647
A線-水頭翟山線,回程,2,西門里公所,24.4331,118.3145
A線-水頭翟山線,回程,3,體育館,24.4295,118.3155
A線-水頭翟山線,回程,4,莒光樓,24.424,118.3194
A線-水頭翟山線,回程,5,空中大學,24.422525,118.31224
A線-水頭翟山線,回程,6,水頭聚落,24.411994,118.29708
A線-水頭翟山線,回程,7,明遺古街,24.403362,118.308393
A線-水頭翟山線,回程,8,文台寶塔,24.39865,118.306059
A線-水頭翟山線,回程,9,翟山坑道,24.3908,118.321
A線-水頭翟山線,回程,10,珠山,24.4028,118.319
A線-水頭翟山線,回程,11,金城車站,24.433164,118.320065
B線-古寧頭戰場線,去程,0,金城車站(金城車站金城民防坑道入口),24.433163,118.320061
B線-古寧頭戰場線,去程,1,體育館,24.4295,118.3155
B線-古寧頭戰場線,去程,2,西門里公所,24.433021,118.314375
B線-古寧頭戰場線,去程,3,金城民防坑道出口,24.4358,118.313034
B線-古寧頭戰場線,去程,4,金城衛生所,24.436327,118.317593
B線-古寧頭戰場線,去程,5,救國團,24.4396,118.3207
B線-古寧頭戰場線,去程,6,光前廟,24.468147,118.315802
B線-古寧頭戰場線,去程,7,和平紀念園區,24.475964,118.315976
B線-古寧頭戰場線,去程,8,北山洋樓,24.478790,118.312637
B線-古寧頭戰場線,去程,9,古寧頭戰史館,24.480919,118.316907
B線-古寧頭戰場線,去程,10,雙鯉濕地自然中心,24.476310,118.311296
B線-古寧頭戰場線,去程,11,慈湖三角堡、觀景台,24.464778,118.298528
B線-古寧頭戰場線,去程,12,金城車站,24.433163,118.320061
B線-古寧頭戰場線,回程,0,金城車站(金城車站金城民防坑道入口),24.433163,118.320061
B線-古寧頭戰場線,回程,1,體育館,24.4295,118.3155
B線-古寧頭戰場線,回程,2,西門里公所,24.433021,118.314375
B線-古寧頭戰場線,回程,3,金城民防坑道出口,24.4358,118.313034
B線-古寧頭戰場線,回程,4,金城衛生所,24.436327,118.317593
B線-古寧頭戰場線,回程,5,救國團,24.4396,118.3207
B線-古寧頭戰場線,回程,6,光前廟,24.468147,118.315802
B線-古寧頭戰場線,回程,7,和平紀念園區,24.475964,118.315976
B線-古寧頭戰場線,回程,8,北山洋樓,24.478790,118.312637
B線-古寧頭戰場線,回程,9,古寧頭戰史館,24.480919,118.316907
B線-古寧頭戰場線,回程,10,雙鯉濕地自然中心,24.476310,118.311296
B線-古寧頭戰場線,回程,11,慈湖三角堡、觀景台,24.464778,118.298528
B線-古寧頭戰場線,回程,12,金城車站,24.433163,118.320061
C線-獅山民俗村線,去程,0,(週一行駛)山外車站,24.442393,118.413745
C線-獅山民俗村線,去程,1, 沙美老街,24.48946257,118.41345549
C線-獅山民俗村線,去程,2, 沙青路,24.491138,118.411205
C線-獅山民俗村線,去程,3, 馬山觀測所,24.52651,118.410044
C線-獅山民俗村線,去程,4, 獅山砲陣地,24.5036,118.434741
C線-獅山民俗村線,去程,5, 山后民俗文化村,24.5032,118.4412
C線-獅山民俗村線,去程,6, 迎賓館,24.448136,118.417841
C線-獅山民俗村線,去程,7, 山外車站,24.442393,118.413745
C線-獅山民俗村線,回程,0,(週二~日行駛)山外車站,24.442393,118.413745
C線-獅山民俗村線,回程,1,山后民俗文化村,24.5032,118.4412
C線-獅山民俗村線,回程,2,獅山砲陣地,24.5036,118.434741
C線-獅山民俗村線,回程,3,馬山觀測所,24.52651,118.410044
C線-獅山民俗村線,回程,4,文化園區,24.502525,118.401565
C線-獅山民俗村線,回程,5,山外車站,24.442393,118.413745
D線-榕園太湖線,去程,0,山外車站,24.442393,118.413745
D線-榕園太湖線,去程,1,八二三戰史館、榕園及俞大維紀念館,24.4432,118.4311
D線-榕園太湖線,去程,2,特約茶室展示館,24.44817,118.384621
D線-榕園太湖線,去程,3,瓊林聚落,24.4535,118.3738
D線-榕園太湖線,去程,4,自行車故事館,24.44377,118.352585
D線-榕園太湖線,去程,5,陳景蘭洋樓,24.437353,118.390086
D線-榕園太湖線,去程,6,山外車站,24.442393,118.413745
D線-榕園太湖線,回程,0,山外車站,24.442393,118.413745
D線-榕園太湖線,回程,1,八二三戰史館、榕園及俞大維紀念館,24.4432,118.4311
D線-榕園太湖線,回程,2,特約茶室展示館,24.44817,118.384621
D線-榕園太湖線,回程,3,瓊林聚落,24.4535,118.3738
D線-榕園太湖線,回程,4,自行車故事館,24.44377,118.352585
D線-榕園太湖線,回程,5,陳景蘭洋樓,24.437353,118.390086
D線-榕園太湖線,回程,6,山外車站,24.442393,118.413745
屏北路線,去程,0,屏東車站,22.6698,120.485
屏北路線,去程,1,麟洛運動公園,22.6381,120.538
屏北路線,去程,2,六堆客家園區,22.6591,120.557
屏北路線,去程,3,屏東科技大學,22.641181,120.595649
屏北路線,去程,4,原民文化園區,22.707675,120.651973
屏北路線,回程,0,原民文化園區,22.707675,120.651973
屏北路線,回程,1,屏東科技大學,22.641181,120.595649
屏北路線,回程,2,六堆客家園區,22.6591,120.557
屏北路線,回程,3,麟洛運動公園,22.6381,120.538
屏北路線,回程,4,屏東車站,22.6698,120.485
斗六古坑線,去程,0,臺鐵斗六站,23.711784,120.540098
斗六古坑線,去程,1,雲中街,23.7079941,120.53946500000006
斗六古坑線,去程,2,雲林科技大學,23.6892679,120.5385127
斗六古坑線,去程,3,綠色隧道,23.6571697,120.5418685
斗六古坑線,去程,4,福祿壽酒廠,23.640383,120.56007399999999
斗六古坑線,去程,5,劍湖山世界,23.6155371,120.577577
斗六古坑線,去程,6,蘿莎玫瑰山莊,23.6118231,120.57046939999998
斗六古坑線,去程,7,華山咖啡大街,23.5952327,120.59904040000004
斗六古坑線,回程,0,華山咖啡大街,23.5952327,120.59904040000004
斗六古坑線,回程,1,蘿莎玫瑰山莊,23.6118231,120.57046939999998
斗六古坑線,回程,2,劍湖山世界,23.6155371,120.577577
斗六古坑線,回程,3,福祿壽酒廠,23.640383,120.56007399999999
斗六古坑線,回程,4,綠色隧道,23.6571697,120.5418685
斗六古坑線,回程,5,雲林科技大學,23.6892679,120.5385127
斗六古坑線,回程,6,雲中街,23.7079941,120.53946500000006
斗六古坑線,回程,7,臺鐵斗六站,23.711784,120.540098
北港虎尾線,去程,0,臺鐵斗六站,23.7119721,120.53999799999997
北港虎尾線,去程,1,北港朝天宮,23.5679647,120.30245869999999
北港虎尾線,回程,0,北港朝天宮,23.5679647,120.30245869999999
北港虎尾線,回程,1,源順芝麻觀光油廠,23.6730666,120.39674360000004
北港虎尾線,回程,2,雲林布袋戲館,23.7092739,120.4339903
北港虎尾線,回程,3,臺鐵斗六站,23.7119721,120.53999799999997
礁溪線-B線,去程,0,臺鐵礁溪站,24.82726,121.7751
礁溪線-B線,去程,1,礁溪轉運站,24.831482,121.778373
礁溪線-B線,去程,2,礁溪溫泉公園(溫泉遊客中心),24.83099,121.77555
礁溪線-B線,去程,3,湯圍溝公園,24.828967,121.769743
礁溪線-B線,去程,4,李寶興圳,24.821418,121.756268
礁溪線-B線,去程,5,林美社區遊客中心,24.81781,121.75015
礁溪線-B線,去程,6,林美石磐步道,24.82016,121.734
礁溪線-B線,去程,7,淡江大學蘭陽校區,24.822175,121.72896
礁溪線-B線,回程,0,淡江大學蘭陽校區,24.822175,121.72896
礁溪線-B線,回程,1,林美石磐步道,24.82016,121.734
礁溪線-B線,回程,2,林美社區遊客中心,24.81781,121.75015
礁溪線-B線,回程,3,李寶興圳,24.821418,121.756268
礁溪線-B線,回程,4,湯圍溝公園,24.828967,121.769743
礁溪線-B線,回程,5,礁溪溫泉公園(溫泉遊客中心),24.83099,121.77555
礁溪線-B線,回程,6,礁溪轉運站,24.831482,121.778373
礁溪線-B線,回程,7,臺鐵礁溪站,24.82726,121.7751
龍宮尋寶(東岸)線,去程,0,臺鐵基隆站(旅遊服務中心),25.132536,121.7398388
龍宮尋寶(東岸)線,去程,1,廟口夜市(電力公司),25.129563,121.745383
龍宮尋寶(東岸)線,去程,2,役政公園,25.133985,121.758465
龍宮尋寶(東岸)線,去程,3,中正公園,25.133703,121.752283
龍宮尋寶(東岸)線,去程,4,原住民文化會館,25.153091,121.769644
龍宮尋寶(東岸)線,去程,5,和平島公園,25.1607904,121.7638315
