交易日期(0), 作物代號(1), 作物名稱(2), 市場代號(3), 市場名稱(4), 上價(5), 中價(6), 下價(7), 平均價(8), 交易量(9)
107.06.08,FD453,小菊-棒棒糖-粉,105,台北市場,78,78,78,78,45
107.06.08,FD600,小菊-白,105,台北市場,34,19,15,20.9,280
107.06.08,FD614,小菊-法國小菊白,105,台北市場,30,28,20,26.7,90
107.06.08,FD635,小菊-林克小白,105,台北市場,35,32,21,30.3,147
107.06.08,FD645,小菊-白斯不列,105,台北市場,90,69,41,67.9,1329
107.06.08,FE001,非洲菊-混合色,105,台北市場,33,30,22,28.9,1101
107.06.08,FE100,非洲菊-紅,105,台北市場,65,64,60,63.3,75
107.06.08,FE106,非洲菊-蘿瑞托,105,台北市場,37,31,16,29.1,80
107.06.08,FE201,非洲菊-太陽神,105,台北市場,20,16,15,16.7,90
107.06.08,FE202,非洲菊-沙丘,105,台北市場,55,26,15,29.9,135
107.06.08,FE300,非洲菊-黃,105,台北市場,38,28,21,28.9,265
107.06.08,FE400,非洲菊-粉,105,台北市場,59,59,59,59,25
107.06.08,FE401,非洲菊-伊斯瑪拉,105,台北市場,57,45,21,42.7,777
107.06.08,FE409,非洲菊-粉紅魅力,105,台北市場,51,32,21,33.5,805
107.06.08,FE415,非洲菊-粉美麗,105,台北市場,64,64,64,64,25
107.06.08,FE600,非洲菊-白,105,台北市場,52,50,50,50.7,90
107.06.08,FE700,非洲菊-紫,105,台北市場,30,27,17,25.7,60
107.06.08,FE900,非洲菊-迷你混色,105,台北市場,49,45,41,45.1,145
107.06.08,FG113,劍蘭-新種紅,105,台北市場,100,76,53,75.7,62
107.06.08,FG116,劍蘭-雙色金紅,105,台北市場,70,62,49,61,195
107.06.08,FG121,劍蘭-２６５號,105,台北市場,105,71,39,71.3,175
107.06.08,FG122,劍蘭-康威,105,台北市場,92,90,64,85.1,120
107.06.08,FG406,劍蘭-青殼粉,105,台北市場,100,90,79,89.5,99
107.06.08,FH000,其它花卉-其它花卉,105,台北市場,22,12,10,13.3,135
107.06.08,FH003,柔麗絲-柔麗絲,105,台北市場,72,52,46,54.7,77
107.06.08,FH004,八卦草(黃河)-八卦草(黃河),105,台北市場,38,17,15,20.8,80
107.06.08,FH005,金鎚花-金鎚花,105,台北市場,32,25,15,24.4,98
107.06.08,FH006,黃梔花-黃梔花,105,台北市場,69,43,22,44.3,1440
107.06.08,FH007,松蟲草-松蟲草,105,台北市場,48,45,41,45,210
107.06.08,FH054,水仙百合-粉,105,台北市場,88,67,54,68.4,341
107.06.08,FH101,天堂鳥-天堂鳥,105,台北市場,64,55,45,54.6,288
107.06.08,FH112,小天堂鳥-桔帶紅,105,台北市場,37,37,37,37,18
107.06.08,FH125,翠珠花-翠珠花,105,台北市場,92,84,80,84.8,30
107.06.08,FH139,石玫瑰-石玫瑰,105,台北市場,37,36,31,35,90
107.06.08,FH140,薑荷花-薑荷花,105,台北市場,30,16,15,18.8,80
107.06.08,FH156,野薑花-白,105,台北市場,58,49,39,48.6,112
107.06.08,FH158,紅薑花-紅,105,台北市場,153,99,72,104.8,118
107.06.08,FH185,嘉蘭<火焰百合>-嘉蘭<火焰百合>,105,台北市場,44,36,21,35,260
107.06.08,FH231,夜來香-單瓣,105,台北市場,50,49,48,48.8,250
107.06.08,FH232,夜來香-重瓣,105,台北市場,27,19,15,19.8,159
107.06.08,FH240,麥桿菊-麥桿菊,105,台北市場,55,55,55,55,16
107.06.08,FH245,初雪草-初雪草,105,台北市場,220,202,184,202,40
107.06.08,FH251,秀線-秀線,105,台北市場,78,60,35,58.4,360
107.06.08,FH270,千日紅-千日紅,105,台北市場,83,53,25,53,438
107.06.08,FH293,向日葵-單瓣,105,台北市場,124,91,57,90.7,2446
107.06.08,FH296,向日葵-金鑽,105,台北市場,79,70,59,69.6,43
107.06.08,FH298,向日葵-太陽神,105,台北市場,76,64,36,60.7,185
107.06.08,FH320,薊花(紅花)-薊花(紅花),105,台北市場,112,112,112,112,7
107.06.08,FH330,雞冠花-雞冠花,105,台北市場,91,54,18,54.3,116
107.06.08,FH331,雞冠花-清紅,105,台北市場,77,53,38,54.9,349
107.06.08,FH333,雞冠花-黃,105,台北市場,50,50,50,50,15
107.06.08,FH339,雞冠花-粉,105,台北市場,70,68,40,62.5,80
107.06.08,FH357,觀花鳳梨花-觀花鳳梨花,105,台北市場,10,10,10,10,120
107.06.08,FH358,珊瑚鳳梨-珊瑚鳳梨,105,台北市場,24,21,15,20.3,450
107.06.08,FH375,大飛燕草-大飛燕草,105,台北市場,16,13,9,12.7,552
107.06.08,FH381,麒麟草-麒麟草,105,台北市場,33,28,22,27.9,3015
107.06.08,FH460,繡球花-繡球花,105,台北市場,76,42,26,45.9,849
107.06.08,FH464,繡球花-粉,105,台北市場,40,40,40,40,70
107.06.08,FH467,繡球花-藍,105,台北市場,94,53,35,57.4,868
107.06.08,FH468,繡球花-水藍,105,台北市場,90,73,48,71.5,161
107.06.08,FH470,仙丹花-仙丹花,105,台北市場,105,88,81,90.1,114
107.06.08,FH522,迥香-白,105,台北市場,0,0,0,0,0
107.06.08,FH580,花菖蒲-花菖蒲,105,台北市場,150,150,150,0,1
107.06.08,FH631,海芋-紅,105,台北市場,132,117,76,112,131
107.06.08,FH633,海芋-黃,105,台北市場,205,195,177,193.1,62
107.06.08,FH636,海芋-白,105,台北市場,154,142,139,143.8,60
107.06.08,FH640,睡蓮-睡蓮,105,台北市場,45,45,45,45,12
107.06.08,FH661,伯利恆之星-伯利恆之星,105,台北市場,114,89,61,88.4,338
107.06.08,FH670,茉莉花-茉莉花,105,台北市場,13,12,10,11.8,2220
107.06.08,FH710,深山櫻-深山櫻,105,台北市場,93,67,33,65.6,767
107.06.08,FH717,深山櫻-紫霧,105,台北市場,31,31,31,31,120
107.06.08,FH730,黑種草-黑種草,105,台北市場,0,0,0,0,0
107.06.08,FH750,百子蓮<愛情花>-百子蓮<愛情花>,105,台北市場,26,22,14,21.3,1472
107.06.08,FK412,葵百合-阿卡波克紅雙朵,105,台北市場,102,102,102,102,20
107.06.08,FK413,葵百合-阿卡波克紅三朵,105,台北市場,160,160,160,160,18
107.06.08,FK419,葵百合-阿卡波克紅多朵,105,台北市場,192,192,192,192,16
107.06.08,FO000,蘭花-蘭花,105,台北市場,220,52,21,79.6,607
107.06.08,FO006,腎藥蘭-腎藥蘭,105,台北市場,108,63,40,67.6,315
107.06.08,FO007,千代蘭-千代蘭,105,台北市場,107,69,42,70.9,555
107.06.08,FO008,嘉德麗蘭-嘉德麗蘭,105,台北市場,47,34,29,36,88
107.06.08,FO009,萬代蘭-萬代蘭,105,台北市場,178,111,80,118.4,163
107.06.08,FO014,樹蘭-樹蘭,105,台北市場,25,21,5,18.3,195
107.06.08,FO021,萬代蘭-巨輪紅,105,台北市場,20,16,8,15.1,82
107.06.08,FO022,萬代蘭-巨輪橙,105,台北市場,43,24,15,26.2,123
107.06.08,FO024,萬代蘭-巨輪粉,105,台北市場,79,48,11,47,189
107.06.08,FO027,萬代蘭-巨輪紫,105,台北市場,47,30,15,30,629
107.06.08,FO029,萬代蘭-巨輪棕,105,台北市場,48,25,18,28.3,60
107.06.08,FO331,大文心蘭-大文心蘭,105,台北市場,61,52,42,51.9,40
107.06.08,FO333,香水文心蘭-香水文心蘭,105,台北市場,52,52,52,52,9
107.06.08,FO335,檸檬綠文心蘭-檸檬綠文心蘭,105,台北市場,112,80,59,82.2,1411
107.06.08,FO602,蝴蝶蘭-線條,105,台北市場,30,30,30,30,39
107.06.08,FO610,蝴蝶蘭-紅色,105,台北市場,55,44,27,43,182
107.06.08,FO630,蝴蝶蘭-黃色,105,台北市場,43,36,24,35.3,91
107.06.08,FO640,蝴蝶蘭-粉色,105,台北市場,41,31,22,31,207
107.06.08,FO661,蝴蝶蘭-白紅心,105,台北市場,37,37,37,37,25
107.06.08,FO663,蝴蝶蘭-白黃心,105,台北市場,32,27,21,26.7,835
107.06.08,FR000,玫瑰-玫瑰,105,台北市場,213,101,45,111.7,257
107.06.08,FR001,玫瑰-混合色,105,台北市場,39,39,39,39,8
107.06.08,FR111,玫瑰-新櫻紅,105,台北市場,181,126,67,125.4,284
107.06.08,FR112,玫瑰-紅衣武士,105,台北市場,132,123,106,121.1,64
107.06.08,FR117,玫瑰-萬年紅,105,台北市場,166,87,40,93.1,1814
107.06.08,FR120,玫瑰-埔里之星,105,台北市場,333,200,87,203.7,262
107.06.08,FR122,玫瑰-卡門,105,台北市場,183,123,85,127.6,261
107.06.08,FR204,玫瑰-新橙色,105,台北市場,172,130,78,127.6,77
107.06.08,FR400,玫瑰-粉,105,台北市場,138,133,80,123,24
107.06.08,FR408,玫瑰-黛安娜粉,105,台北市場,171,123,62,120.2,342
107.06.08,FR411,玫瑰-桃紅,105,台北市場,182,148,99,145.1,155
107.06.08,FR412,玫瑰-新香檳粉,105,台北市場,152,78,40,85,156
107.06.08,FR417,玫瑰-甜心,105,台北市場,192,139,84,138.5,21
107.06.08,FR429,玫瑰-鐵達尼,105,台北市場,120,90,61,90.4,30
107.06.08,FR430,玫瑰-新鐵達尼,105,台北市場,171,166,112,156.2,30
107.06.08,FR434,玫瑰-卡蜜拉,105,台北市場,198,149,82,144.6,152
107.06.08,FR436,玫瑰-翡翠粉,105,台北市場,217,100,47,112.9,870
107.06.08,FR438,玫瑰-維納斯,105,台北市場,308,254,195,253,19
107.06.08,FR439,玫瑰-翡翠香檳,105,台北市場,246,164,56,158.7,120
107.06.08,FR600,玫瑰-白,105,台北市場,170,107,57,109.7,84
107.06.08,FR607,玫瑰-翡翠白,105,台北市場,183,133,78,131.8,688
107.06.08,FR700,玫瑰-紫,105,台北市場,255,180,90,177.3,120
107.06.08,FR705,玫瑰-紫天王,105,台北市場,200,152,100,150.2,42
107.06.08,FR708,玫瑰-紫愛你,105,台北市場,221,140,75,144.4,53
107.06.08,FR814,玫瑰-山中傳奇,105,台北市場,228,160,53,154.3,48
107.06.08,FR815,玫瑰-雪之戀,105,台北市場,116,78,69,84.7,18
107.06.08,FR910,玫瑰-迷你紅,105,台北市場,155,128,112,130.7,28
107.06.08,FR930,玫瑰-迷你黃,105,台北市場,229,229,229,229,6
107.06.08,FR940,玫瑰-迷你粉,105,台北市場,360,360,360,360,6
107.06.08,FS000,香水百合-香水百合,105,台北市場,225,159,105,163.2,33
107.06.08,FS003,香水百合-三朵,105,台北市場,140,140,140,140,15
107.06.08,FS009,香水百合-多朵,105,台北市場,250,226,222,230.5,23
107.06.08,FS010,香水百合-紅,105,台北市場,188,123,108,131.7,27
107.06.08,FS012,香水百合-紅雙朵,105,台北市場,127,127,127,127,28
107.06.08,FS013,香水百合-紅三朵,105,台北市場,203,161,125,162.2,116
107.06.08,FS019,香水百合-紅多朵,105,台北市場,225,181,136,180.7,299
107.06.08,FS033,香水百合-黃三朵,105,台北市場,140,140,140,140,13
107.06.08,FS039,香水百合-黃多朵,105,台北市場,140,133,131,134,39
107.06.08,FS040,香水百合-粉,105,台北市場,216,216,216,216,9
107.06.08,FS042,香水百合-粉雙朵,105,台北市場,187,183,180,183,36
107.06.08,FS043,香水百合-粉三朵,105,台北市場,222,219,211,218,60
107.06.08,FS049,香水百合-粉多朵,105,台北市場,231,222,219,223,24
107.06.08,FS353,香水百合-索邦妮三朵,105,台北市場,168,155,131,152.5,64
107.06.08,FS359,香水百合-索邦妮多朵,105,台北市場,186,182,154,177.1,140
107.06.08,FS440,香水百合-馬可波羅粉,105,台北市場,194,92,58,104.9,102
107.06.08,FS441,香水百合-馬可波羅粉單朵,105,台北市場,75,75,75,75,25
107.06.08,FS442,香水百合-馬可波羅粉雙朵,105,台北市場,190,140,127,147.7,288
107.06.08,FS443,香水百合-馬可波羅粉三朵,105,台北市場,194,174,133,170,636
107.06.08,FS449,香水百合-馬可波羅粉多朵,105,台北市場,191,186,158,181.2,340
107.06.08,FS470,水晶香水-水晶香水,105,台北市場,252,252,252,252,15
107.06.08,FS473,水晶香水-三朵,105,台北市場,310,272,202,265,72
107.06.08,FS479,水晶香水-多朵,105,台北市場,302,280,211,270.8,35
107.06.08,FS590,薇薇安娜-薇薇安娜,105,台北市場,155,153,150,152.5,32
107.06.08,FS592,薇薇安娜-雙朵,105,台北市場,129,117,112,118.3,76
107.06.08,FS593,薇薇安娜-三朵,105,台北市場,201,164,107,159.7,114
107.06.08,FS599,薇薇安娜-多朵,105,台北市場,215,179,110,172.1,222
107.06.08,FS600,香水百合-康卡多,105,台北市場,73,73,73,73,12
107.06.08,FS601,香水百合-康卡多單朵,105,台北市場,54,54,51,53.3,100
107.06.08,FS602,香水百合-康卡多雙朵,105,台北市場,88,68,61,70.7,1004
107.06.08,FS603,香水百合-康卡多三朵,105,台北市場,223,114,87,130.1,594
107.06.08,FS609,香水百合-康卡多多朵,105,台北市場,261,211,136,206.2,507
107.06.08,FS623,香水百合-耶蘿琳三朵,105,台北市場,152,135,105,132.1,202
107.06.08,FS629,香水百合-耶蘿琳多朵,105,台北市場,190,144,112,146.7,292
107.06.08,FS631,OT曼尼薩-單朵,105,台北市場,90,90,90,90,15
107.06.08,FS632,OT曼尼薩-雙朵,105,台北市場,140,140,140,140,32
107.06.08,FS633,OT曼尼薩-三朵,105,台北市場,240,240,208,233.3,24
107.06.08,FS639,OT曼尼薩-多朵,105,台北市場,262,208,148,207.7,88
107.06.08,FS672,OT羅賓娜-雙朵,105,台北市場,100,100,98,99.7,120
107.06.08,FS673,OT羅賓娜-三朵,105,台北市場,121,119,112,118.3,144
107.06.08,FS679,OT羅賓娜-多朵,105,台北市場,129,125,122,125.2,196
107.06.08,FS683,OT多娜托-三朵,105,台北市場,130,125,125,126,60
107.06.08,FS689,OT多娜托-多朵,105,台北市場,201,155,128,159.2,248
107.06.08,FS719,香水百合,105,台北市場,148,148,148,148,30
107.06.08,FT061,鐵砲百合-白單朵,105,台北市場,78,72,72,73.4,188
107.06.08,FT062,鐵砲百合-白雙朵,105,台北市場,102,101,100,101,62
107.06.08,FT661,鐵砲百合-雷山一號單朵,105,台北市場,42,30,24,31.5,202
107.06.08,FT662,鐵砲百合-雷山一號雙朵,105,台北市場,61,61,61,61,60
107.06.08,FT663,鐵砲百合-雷山一號三朵,105,台北市場,73,71,64,70,100
107.06.08,FT669,鐵砲百合-雷山一號多朵,105,台北市場,85,72,67,73.6,138
107.06.08,FU000,洋桔梗-洋桔梗,105,台北市場,120,71,52,77.1,205
107.06.08,FU171,洋桔梗-單瓣紫,105,台北市場,138,138,138,138,13
107.06.08,FU402,洋桔梗-雙瓣(混色),105,台北市場,113,82,55,82.8,80
107.06.08,FU412,洋桔梗-雙瓣紅,105,台北市場,215,123,83,133.8,141
107.06.08,FU415,洋桔梗-艾瑞娜桃,105,台北市場,88,88,88,88,36
107.06.08,FU435,洋桔梗-順風黃,105,台北市場,218,194,158,192.4,43
107.06.08,FU442,洋桔梗-雙瓣粉,105,台北市場,110,84,55,83.8,1102
107.06.08,FU446,洋桔梗-艾瑞娜粉,105,台北市場,90,89,89,89.2,69
107.06.08,FU449,洋桔梗-艾瑞娜彩粉,105,台北市場,164,118,57,114.8,520
107.06.08,FU452,洋桔梗-雙瓣彩藍,105,台北市場,72,72,72,72,22
107.06.08,FU457,洋桔梗-順風綠,105,台北市場,108,95,48,88.3,118
107.06.08,FU458,洋桔梗-艾瑞娜綠,105,台北市場,120,89,71,91,72
107.06.08,FU462,洋桔梗-雙瓣白,105,台北市場,139,93,50,93.7,308
107.06.08,FU463,洋桔梗-小羅莎白,105,台北市場,115,113,112,113.4,25
107.06.08,FU469,洋桔梗-皇后白,105,台北市場,74,74,74,74,24
107.06.08,FU472,洋桔梗-雙瓣紫,105,台北市場,182,82,45,94.3,301
107.06.08,FU478,洋桔梗-羅西娜紫,105,台北市場,141,120,105,121,261
107.06.08,FU480,洋桔梗-順風紫,105,台北市場,203,152,118,155.3,156
107.06.08,FU481,洋桔梗-卡門紫,105,台北市場,118,98,47,92,83
107.06.08,FU572,洋桔梗-雙瓣白紫邊,105,台北市場,146,94,44,94.2,511
107.06.08,FW130,星辰花-黃,105,台北市場,81,77,75,77.6,80
107.06.08,FW140,星辰花-粉,105,台北市場,62,62,62,62,14
107.06.08,FW160,星辰花-白,105,台北市場,102,102,102,102,22
107.06.08,FW170,星辰花-紫,105,台北市場,94,84,76,84.2,490
107.06.08,FW240,粉孔雀-粉孔雀,105,台北市場,35,33,27,32.1,245
107.06.08,FW260,白孔雀-白孔雀,105,台北市場,24,24,24,24,75
107.06.08,FW471,卡斯比亞-帶葉,105,台北市場,109,109,109,109,378
107.06.08,FW472,卡斯比亞-無葉,105,台北市場,90,82,74,82,503
107.06.08,FW562,滿天星-雪子,105,台北市場,100,100,100,100,111
107.06.08,FW567,滿天星-牽牛星,105,台北市場,70,54,49,56,75
107.06.08,FW568,滿天星-銀河,105,台北市場,95,95,92,94.4,180
107.06.08,FY000,切葉類-切葉類,105,台北市場,144,28,11,47.6,111
107.06.08,FY001,尤加利葉-尤加利葉,105,台北市場,32,24,19,24.5,1430
107.06.08,FY002,壽松-壽松,105,台北市場,24,24,24,24,66
107.06.08,FY003,唐棉-唐棉,105,台北市場,70,59,38,56.8,161
107.06.08,FY004,黃椰心葉-葉,105,台北市場,140,89,28,87.1,578
107.06.08,FY008,銀龍柳-銀龍柳,105,台北市場,16,16,16,16,60
107.06.08,FY009,電信蘭葉-電信蘭葉,105,台北市場,78,38,12,40.7,661
107.06.08,FY010,七里香-七里香,105,台北市場,0,0,0,0,0
107.06.08,FY015,葉蘭-葉蘭,105,台北市場,19,16,14,16.4,166
107.06.08,FY017,八角金盤-八角金盤,105,台北市場,38,32,19,30.4,425
107.06.08,FY018,蓮蓬-蓮蓬,105,台北市場,61,60,58,60,43
107.06.08,FY021,扁柏-扁柏,105,台北市場,40,37,35,36.9,385
107.06.08,FY030,新文竹-新文竹,105,台北市場,32,32,18,29.2,180
107.06.08,FY031,牛頭茄-牛頭茄,105,台北市場,77,71,55,68.8,52
107.06.08,FY037,長春籐-長春籐,105,台北市場,0,0,0,0,0
107.06.08,FY049,紅茄(番柿)-紅茄(番柿),105,台北市場,52,52,52,52,14
107.06.08,FY050,山蘇葉-山蘇葉,105,台北市場,20,12,10,13.3,643
107.06.08,FY053,觀賞辣椒-觀賞辣椒,105,台北市場,41,41,41,41,50
107.06.08,FY057,百合竹-百合竹,105,台北市場,7,6,5,5.8,890
107.06.08,FY071,雪松-雪松,105,台北市場,81,81,81,81,40
107.06.08,FY082,春樹蘭-香樹蘭,105,台北市場,19,16,14,16,180
107.06.08,FY084,火龍果-火龍果,105,台北市場,144,109,101,114.1,256
107.06.08,FY086,綠春蘭葉-綠春蘭葉,105,台北市場,10,10,10,10,440
107.06.08,FY093,水燭葉-水燭葉,105,台北市場,23,19,17,19.3,360
107.06.08,FY094,斑葉蘭-斑葉蘭,105,台北市場,0,0,0,0,0
107.06.08,FY100,山防風-山防風,105,台北市場,78,73,63,72.3,213
107.06.08,FY981,高山羊齒-高山羊齒,105,台北市場,32,31,31,31.4,90
107.06.08,FY991,青竹-青竹,105,台北市場,0,0,0,0,0
107.06.08,FY992,紅竹-紅竹,105,台北市場,42,41,40,41,40
107.06.08,FY993,白竹-白竹,105,台北市場,66,56,43,55.5,1134
107.06.08,IC600,進口大菊-白,105,台北市場,76,76,76,76,10
107.06.08,IC608,進口大菊-白乒乓,105,台北市場,173,170,167,169.9,159
107.06.08,IH000,進口其它花卉-進口其它花卉,105,台北市場,280,216,103,206.1,170
107.06.08,IH309,進口牡丹花-進口牡丹花,105,台北市場,281,207,187,217.9,526
107.06.08,IH390,進口泡盛草-進口泡盛草,105,台北市場,116,107,89,105,292
107.06.08,IH460,進口繡球花-進口繡球花,105,台北市場,137,104,72,104.6,551
107.06.08,IH600,進口臘梅-進口臘梅,105,台北市場,169,161,155,161.3,180
107.06.08,IH613,進口鬱金香-黃色,105,台北市場,185,185,185,185,15
107.06.08,IH616,進口鬱金香-白色,105,台北市場,200,199,185,196.3,20
107.06.08,IH617,進口鬱金香-紫色,105,台北市場,185,185,185,185,10
107.06.08,IH632,進口海芋-橙,105,台北市場,99,99,99,99,48
107.06.08,IH634,進口海芋-粉,105,台北市場,105,105,105,105,24
107.06.08,IH636,進口海芋-白,105,台北市場,82,80,80,80.3,72
107.06.08,IO201,進口虎頭蘭-大輪,105,台北市場,212,161,112,161.2,216
107.06.08,IO519,進口石斛蘭-深紅,105,台北市場,158,153,149,153.2,479
107.06.08,IO560,進口石斛蘭-白,105,台北市場,215,205,200,205.9,80
107.06.08,11,椰子,109,台北一,25.3,21.9,17.6,21.7,930
107.06.08,32,釋迦-鳳梨釋迦,109,台北一,221.6,201.4,150.3,195.2,95
107.06.08,42,楊梅,109,台北一,60,60,60,60,40
107.06.08,459,草莓-進口,109,台北一,266.7,266.7,266.7,266.7,45
107.06.08,51,百香果-改良種,109,台北一,120.2,46.7,21.7,56.4,2036
107.06.08,61,甘蔗-帶皮,109,台北一,12,10,8,10,1782
107.06.08,70,小番茄-其他,109,台北一,50,43.4,16.5,39.3,142
107.06.08,72,小番茄-聖女,109,台北一,37.9,24.3,13.4,24.9,7494
107.06.08,74,小番茄-玉女,109,台北一,180.6,100.8,42.1,105,4064
107.06.08,811,火龍果-白肉,109,台北一,56.8,42.6,31.8,43.3,5479
107.06.08,812,火龍果-紅肉,109,台北一,52.6,35,22.1,35.9,15685
107.06.08,839,櫻桃-進口,109,台北一,315.7,262.4,187.9,258.2,581
107.06.08,859,榴槤-進口,109,台北一,128.3,90.4,82.1,96.4,8652
107.06.08,91,其他,109,台北一,210.4,80,53.9,100.9,138
107.06.08,919,其他-進口,109,台北一,268.6,218.4,88.9,202.5,689
107.06.08,A0,香蕉-其他,109,台北一,19,13.6,10.4,14,652
107.06.08,A1,香蕉,109,台北一,15.1,11.5,8.3,11.6,31763
107.06.08,A2,香蕉-芭蕉,109,台北一,36.7,23.7,12.6,24.1,3114
107.06.08,A3,香蕉-旦蕉,109,台北一,27.2,12.1,11,14.9,660
107.06.08,B2,鳳梨-金鑽鳳梨,109,台北一,26.1,14.6,9.5,15.9,61096
107.06.08,B4,鳳梨-鳳梨花,109,台北一,4,4,4,4,9
107.06.08,B5,鳳梨-蘋果鳳梨,109,台北一,20,16.8,9.4,15.9,759
107.06.08,B6,鳳梨-甜蜜蜜,109,台北一,33.6,24,12.4,23.6,4069
107.06.08,C2,茂谷柑,109,台北一,26.9,16.2,9.4,17,810
107.06.08,C9,椪柑-進口,109,台北一,400,400,400,400,105
107.06.08,E9,甜橙-進口,109,台北一,46.6,35.6,31.8,37,2650
107.06.08,F0,雜柑-其他,109,台北一,25,16.6,10,17,605
107.06.08,F1,雜柑-檸檬,109,台北一,36.1,29.6,20.9,29.1,4770
107.06.08,F4,雜柑-桔子,109,台北一,37.1,27.5,20.6,28,751
107.06.08,F5,雜柑-無子檸檬,109,台北一,45.9,32.3,20.8,32.7,4630
107.06.08,FA0,其他花類,109,台北一,90,90,90,90,50
107.06.08,FA1,黃秋葵,109,台北一,58.6,36.2,18.4,37.1,3773
107.06.08,FB11,花椰菜-青梗,109,台北一,76.8,50.2,20.9,49.7,3461
107.06.08,FC1,胡瓜-黑刺,109,台北一,19.6,11.7,5.5,12,14936
107.06.08,FD0,花胡瓜-其他,109,台北一,27.3,23.2,10.1,21.4,966
107.06.08,FD1,花胡瓜,109,台北一,29.9,17.6,10,18.6,29464
107.06.08,FE0,冬瓜-其他,109,台北一,13,13,13,13,20
107.06.08,FE1,冬瓜-白皮,109,台北一,9,4.5,2.9,5.1,15991
107.06.08,FF0,絲瓜-其他,109,台北一,21.6,18.1,10.7,17.3,1404
107.06.08,FF1,絲瓜-絲瓜,109,台北一,21,13.2,7.7,13.7,37807
107.06.08,FF2,絲瓜-角瓜,109,台北一,27.1,18.5,10.8,18.7,1633
107.06.08,FF3,絲瓜-白瓜,109,台北一,14,14,14,14,36
107.06.08,FF4,絲瓜-長絲瓜,109,台北一,55,44.7,21.5,42.1,49
107.06.08,FG0,苦瓜-其他,109,台北一,18.9,11.1,7.9,12,4316
107.06.08,FG1,苦瓜-白大米,109,台北一,25.2,13.4,6.3,14.3,27350
107.06.08,FG3,苦瓜-山苦瓜,109,台北一,47.1,33,20,33.3,151
107.06.08,FG4,苦瓜-翠綠,109,台北一,23.3,8.8,4.7,10.9,2060
107.06.08,FH3,扁蒲-花蒲,109,台北一,10.7,6.9,3.7,7,9835
107.06.08,FH4,扁蒲-梨子蒲,109,台北一,13.5,7.1,3.5,7.6,6670
107.06.08,FI1,茄子-胭脂茄,109,台北一,17.2,12.1,5.9,11.9,1313
107.06.08,FI2,茄子-麻荸茄,109,台北一,34.7,20.7,11.2,21.6,16927
107.06.08,FI3,茄子-日本種,109,台北一,36.6,18.9,11.9,21.1,154
107.06.08,FJ1,蕃茄-黑柿,109,台北一,54.8,28,16.9,31.2,3610
107.06.08,FJ3,蕃茄-牛蕃茄,109,台北一,27.6,19.8,11.5,19.7,38415
107.06.08,FK0,甜椒-其他,109,台北一,75.4,54.6,35,54.8,93
107.06.08,FK3,甜椒-新香,109,台北一,60,38.5,14.5,38,79
107.06.08,FK4,甜椒-彩色種,109,台北一,130,67.7,23.4,71.3,5739
107.06.08,FK5,甜椒-青椒,109,台北一,43.8,27.9,8.3,27.2,7901
107.06.08,FL5,豌豆-豌豆苗,109,台北一,150,150,150,150,80
107.06.08,FL6,豌豆-甜豌豆,109,台北一,60,60,60,60,96
107.06.08,FL9,豌豆-進口,109,台北一,83.9,67,52.7,67.6,1268
107.06.08,FM1,菜豆-白色,109,台北一,32.8,25.3,19.1,25.6,455
107.06.08,FM2,菜豆-青色,109,台北一,29.6,22.6,15.8,22.6,7662
107.06.08,FM3,菜豆-紅色,109,台北一,25.8,19.4,15,19.8,816
107.06.08,FN1,敏豆-白豆,109,台北一,112.9,62.6,29.1,66,8088
107.06.08,FN3,敏豆-粉豆,109,台北一,35,27.1,15,26.3,135
107.06.08,FN4,敏豆-翼豆,109,台北一,80,80,80,80,17
107.06.08,FN5,敏豆-醜豆,109,台北一,68.3,43.8,16.9,43.3,1721
107.06.08,FP3,鵲豆-肉豆,109,台北一,40,40,40,40,6
107.06.08,FQ1,毛豆-豆莢,109,台北一,67.3,28,23.1,34.9,922
107.06.08,FQ2,毛豆-豆仁,109,台北一,100,97.2,69,92.1,1186
107.06.08,FR1,青花苔,109,台北一,45,45,45,45,50
107.06.08,FR2,青花苔-青花筍,109,台北一,35,34.3,33,34.2,100
107.06.08,FR9,青花苔-進口,109,台北一,80.9,57.3,20.7,54.7,6774
107.06.08,FS1,越瓜,109,台北一,7.5,5.5,3,5.4,342
107.06.08,FT0,南瓜-其他,109,台北一,13,10.5,10,10.9,800
107.06.08,FT1,南瓜-木瓜形,109,台北一,13.3,10,6.4,9.9,18813
107.06.08,FT2,南瓜-圓形,109,台北一,16.1,13.2,9,13,1845
107.06.08,FT3,南瓜-黃如意,109,台北一,32.6,13.7,3.9,15.5,786
107.06.08,FT5,南瓜-青如意,109,台北一,44,28.3,9,27.6,2045
107.06.08,FT6,南瓜-東昇,109,台北一,38.8,27.3,11.3,26.4,1139
107.06.08,FT7,南瓜-栗子,109,台北一,42.6,29.3,21.7,30.5,1354
107.06.08,FU1,隼人瓜,109,台北一,12,9.6,7.9,9.7,883
107.06.08,FU2,隼人瓜苗-瓜苗,109,台北一,33.9,28.7,25,29,8417
107.06.08,FU3,石蓮花,109,台北一,11.6,9,9,9.5,310
107.06.08,FV0,辣椒-其他,109,台北一,105.3,62.5,17.4,62,95
107.06.08,FV1,辣椒-紅小,109,台北一,64.6,46.4,15.6,43.9,3194
107.06.08,FV2,辣椒-青小,109,台北一,74.8,64.8,28.4,59.5,261
